DIVISION_FN,GRUPO_FN,META,FINALIDAD,UNIDAD_MEDIDA,CANT_META_SEM,AVAN_FISICO_SEM,SEC_FUNC,DEPARTAMENTO,PROVINCIA,DISTRITO,CATEGORIA_GASTO,GENERICA,SUBGENERICA,SUBGENERICA_DET,ESPECIFICA,ESPECIFICA_DET,MTO_PIA
6,8,21,888,248,6,6,24,25,1,99,5,3,2,1,2,1,133
51,114,3,235453,152,0,0,40,15,1,1,5,3,2,1,2,1,332406
51,114,27,235455,60,6,6,64,15,1,1,5,3,2,7,5,2,55000
6,8,2,888,248,6,6,5,10,19,9,5,3,2,8,1,2,2333
51,114,12,235454,43,51,51,49,90,19,9,5,3,2,2,2,3,0
51,114,24,235454,43,4,4,61,22,1,99,5,3,2,8,1,4,0
6,8,8,888,248,6,6,11,60,19,9,5,3,2,6,3,99,0
51,114,23,235454,43,61,61,60,21,1,99,5,3,1,2,1,1,0
51,114,25,235454,43,4,4,62,23,1,99,5,3,1,2,1,2,3587
51,114,4,235454,43,16,16,41,10,19,9,5,3,2,7,11,99,7215
51,114,19,235454,43,2,2,56,17,1,99,5,3,2,6,3,99,2458
51,114,1,222334,152,40890,61303,38,15,1,99,5,3,2,5,1,4,16800
51,114,17,235454,43,1,1,54,15,3,3,5,3,1,2,1,2,308
6,8,13,888,248,6,6,16,13,1,99,5,3,2,8,1,1,0
51,114,11,235454,43,63,63,48,80,19,9,5,3,2,6,3,99,66160
6,8,6,888,248,6,6,9,50,19,9,5,3,1,5,3,1,1814
51,114,26,235454,43,6,6,63,25,1,99,5,3,2,7,11,2,0
51,114,18,235454,43,38,40,55,16,1,99,5,3,2,2,1,2,0
6,11,1,53571,60,6,6,28,15,1,1,5,3,2,5,1,99,26259
6,8,20,888,248,6,6,23,23,1,99,5,3,1,3,1,1,400
51,114,19,235454,43,2,2,56,17,1,99,5,3,2,4,5,1,751
51,114,10,235454,43,20,20,47,60,19,9,5,3,1,5,3,1,55019
6,8,22,72183,60,6,6,25,15,1,1,5,3,2,7,11,6,47413
51,114,13,235454,43,41,41,50,10,1,1,5,3,1,2,1,1,7802
51,114,8,235454,43,32,32,45,50,10,1,5,3,2,7,11,2,0
51,114,12,235454,43,51,51,49,90,19,9,5,3,1,8,1,99,287
6,8,1,888,60,6,6,4,15,1,1,5,3,1,99,1,99,16047
6,8,4,888,248,6,6,7,30,19,9,5,3,2,8,1,10,0
51,114,17,235454,43,1,1,54,15,3,3,5,3,1,3,1,1,1840
6,8,2,888,248,6,6,5,10,19,9,5,3,2,5,1,1,26500
6,8,4,888,248,6,6,7,30,19,9,5,3,2,1,2,2,1104
6,8,10,888,248,6,6,13,90,19,9,5,3,2,8,1,2,2333
6,8,5,888,248,6,6,8,40,19,9,5,3,2,2,2,3,121346
6,8,3,888,248,6,6,6,20,19,9,5,3,2,9,1,1,57035
51,114,19,235454,43,2,2,56,17,1,99,5,3,2,8,1,5,0
6,8,8,888,248,6,6,11,60,19,9,5,3,2,7,11,2,8816
51,114,17,235454,43,1,1,54,15,3,3,5,3,2,7,11,2,0
6,8,16,888,248,6,6,19,19,1,99,5,3,1,2,1,1,0
51,114,24,235454,43,4,4,61,22,1,99,5,3,2,8,1,5,0
51,114,13,235454,43,41,41,50,10,1,1,5,3,2,6,3,2,5871
6,8,12,888,248,6,6,15,12,1,99,5,3,2,9,1,1,85553
6,8,9,888,248,6,6,12,80,19,9,5,3,2,9,1,1,202384
51,114,1,222334,152,40890,61303,38,15,1,99,5,3,2,7,11,99,42930
6,8,21,888,248,6,6,24,25,1,99,5,3,1,5,1,2,2334
51,114,15,235454,43,10,10,52,13,1,1,5,3,2,6,3,99,13791
6,8,23,88314,248,6,6,26,15,1,1,5,3,2,8,1,5,0
51,114,6,235454,43,36,36,43,30,19,9,5,3,2,4,7,1,2452
51,114,6,235454,43,36,36,43,30,19,9,5,3,2,6,3,4,19992
51,114,19,235454,43,2,2,56,17,1,99,5,3,2,6,3,4,1111
6,8,18,888,248,6,6,21,21,1,99,5,3,2,2,2,3,121346
6,8,15,888,248,6,6,18,17,1,99,5,3,2,7,11,99,1303
51,114,22,235454,43,12,12,59,20,1,99,5,3,1,6,1,4,0
51,114,8,235454,43,32,32,45,50,10,1,5,3,1,8,1,99,122
6,8,2,888,248,6,6,5,10,19,9,5,3,1,99,1,99,767
6,8,9,888,248,6,6,12,80,19,9,5,3,1,1,1,1,1551
51,114,13,235454,43,41,41,50,10,1,1,5,3,2,8,1,1,1008000
6,8,18,888,248,6,6,21,21,1,99,5,3,2,6,3,99,0
51,114,20,235454,43,2,2,57,18,1,99,5,3,1,5,3,1,3010
6,8,16,888,248,6,6,19,19,1,99,5,3,2,1,2,99,299
6,8,7,888,248,6,6,10,50,69,9,5,3,2,2,2,1,0
6,8,5,888,248,6,6,8,40,19,9,5,3,2,1,2,99,613
6,8,9,888,248,6,6,12,80,19,9,5,3,2,1,2,2,874
51,114,13,235454,43,41,41,50,10,1,1,5,3,2,8,1,10,0
51,114,12,235454,43,51,51,49,90,19,9,5,3,1,2,1,2,68243
51,114,25,235454,43,4,4,62,23,1,99,5,3,1,7,1,1,2900
6,8,15,888,248,6,6,18,17,1,99,5,3,2,2,3,1,230
51,114,5,235454,43,18,19,42,20,19,9,5,3,1,3,1,1,47319
6,8,15,888,248,6,6,18,17,1,99,5,3,2,9,1,1,34037
6,8,20,888,248,6,6,23,23,1,99,5,3,2,7,11,2,1188
51,114,12,235454,43,51,51,49,90,19,9,5,3,2,8,1,10,0
6,8,3,888,248,6,6,6,20,19,9,5,3,1,1,1,1,613
6,8,11,888,248,6,6,14,10,1,99,5,3,2,6,1,2,230
51,114,4,235454,43,16,16,41,10,19,9,5,3,1,8,1,99,182
51,114,24,235454,43,4,4,61,22,1,99,5,3,2,9,1,1,206649
51,114,5,235454,43,18,19,42,20,19,9,5,3,1,7,1,1,13773
6,8,16,888,248,6,6,19,19,1,99,5,3,2,6,3,99,0
6,8,23,88314,248,6,6,26,15,1,1,5,3,2,5,1,99,173603
51,114,14,235454,43,26,26,51,12,1,1,5,3,1,3,1,1,45972
6,8,16,888,248,6,6,19,19,1,99,5,3,2,8,1,2,2333
6,8,8,888,248,6,6,11,60,19,9,5,3,2,1,2,1,767
6,8,5,888,248,6,6,8,40,19,9,5,3,2,1,2,2,414
51,114,18,235454,43,38,40,55,16,1,99,5,3,1,5,4,1,16146
6,8,21,888,248,6,6,24,25,1,99,5,3,1,99,1,99,2300
6,8,2,888,248,6,6,5,10,19,9,5,3,2,1,2,99,383
6,8,4,888,248,6,6,7,30,19,9,5,3,2,5,1,1,16800
51,114,16,235454,43,1,1,53,14,1,99,5,3,2,8,1,2,0
51,114,6,235454,43,36,36,43,30,19,9,5,3,2,2,2,3,14592
51,114,17,235454,43,1,1,54,15,3,3,5,3,1,3,1,2,105
51,114,23,235454,43,61,61,60,21,1,99,5,3,2,6,3,3,10980
6,8,20,888,248,6,6,23,23,1,99,5,3,2,1,2,99,843
51,114,18,235454,43,38,40,55,16,1,99,5,3,2,4,7,1,4399
51,114,27,235455,60,6,6,64,15,1,1,5,3,2,1,2,1,47827
51,114,4,235454,43,16,16,41,10,19,9,5,3,2,9,1,1,354018
6,8,9,888,248,6,6,12,80,19,9,5,3,1,5,3,1,1132
6,8,18,888,248,6,6,21,21,1,99,5,3,2,8,1,5,0
6,8,9,888,248,6,6,12,80,19,9,5,3,2,4,7,1,268
6,8,2,888,248,6,6,5,10,19,9,5,3,2,8,1,10,0
6,8,18,888,248,6,6,21,21,1,99,5,3,1,5,1,2,3533
51,114,1,25788,54,1,1,74,21,2,13,6,6,8,1,3,1,0
6,8,18,888,248,6,6,21,21,1,99,5,3,1,3,1,1,200
6,8,18,888,248,6,6,21,21,1,99,5,3,2,2,1,2,200
51,114,17,235454,43,1,1,54,15,3,3,5,3,2,6,3,2,0
6,8,1,888,60,6,6,4,15,1,1,5,3,2,4,7,1,20789
51,114,1,25788,54,1,1,71,21,7,1,6,6,8,1,3,1,0
51,114,6,235454,43,36,36,43,30,19,9,5,3,2,8,1,2,76989
6,8,19,888,248,6,6,22,22,1,99,5,3,2,2,1,2,200
6,8,4,888,248,6,6,7,30,19,9,5,3,1,99,1,99,9199
6,8,6,888,248,6,6,9,50,19,9,5,3,1,3,1,1,200
6,8,13,888,248,6,6,16,13,1,99,5,3,2,2,2,1,0
6,8,6,888,248,6,6,9,50,19,9,5,3,2,8,1,2,2333
6,8,6,888,248,6,6,9,50,19,9,5,3,2,6,1,2,199
6,8,21,888,248,6,6,24,25,1,99,5,3,2,8,1,4,0
6,8,12,888,248,6,6,15,12,1,99,5,3,2,6,3,99,0
6,8,21,888,248,6,6,24,25,1,99,5,3,1,3,1,1,599
51,114,20,235454,43,2,2,57,18,1,99,5,3,2,8,1,1,0
51,114,26,235454,43,6,6,63,25,1,99,5,3,2,8,1,2,4666
51,114,3,235453,152,0,0,40,15,1,1,5,3,2,7,11,5,0
6,8,1,40624,60,6,6,27,15,1,1,5,3,2,8,1,2,11665
6,8,7,888,248,6,6,10,50,69,9,5,3,2,2,1,2,700
51,114,19,235454,43,2,2,56,17,1,99,5,3,2,8,1,1,84000
51,114,14,235454,43,26,26,51,12,1,1,5,3,2,2,1,1,67247
6,8,20,888,248,6,6,23,23,1,99,5,3,2,1,2,1,350
6,8,8,888,248,6,6,11,60,19,9,5,3,2,7,11,99,6899
51,114,12,235454,43,51,51,49,90,19,9,5,3,1,6,1,4,0
51,114,20,235454,43,2,2,57,18,1,99,5,3,2,6,3,3,360
51,114,9,235454,43,19,19,46,50,60,1,5,3,2,6,3,99,40026
51,114,10,235454,43,20,20,47,60,19,9,5,3,2,8,1,4,10200
51,114,5,235454,43,18,19,42,20,19,9,5,3,1,6,1,4,0
6,8,1,40624,60,6,6,27,15,1,1,5,3,2,8,1,4,3000
6,7,1,17,60,6,6,3,15,1,1,5,3,2,1,2,2,10000
51,114,4,235454,43,16,16,41,10,19,9,5,3,2,2,1,1,15410
51,114,18,235454,43,38,40,55,16,1,99,5,3,1,3,1,1,239411
51,114,14,235454,43,26,26,51,12,1,1,5,3,2,6,3,99,23046
6,8,19,888,248,6,6,22,22,1,99,5,3,2,1,2,99,230
51,114,1,222334,152,40890,61303,38,15,1,99,5,3,1,5,1,2,3119
6,8,22,72183,60,6,6,25,15,1,1,5,3,2,1,2,1,8800
51,114,7,235454,43,17,17,44,40,19,9,5,3,2,4,2,1,321000
51,114,1,222334,152,40890,61303,38,15,1,99,5,3,2,7,11,2,1500
6,8,15,888,248,6,6,18,17,1,99,5,3,2,2,2,1,0
51,114,17,235454,43,1,1,54,15,3,3,5,3,1,7,1,1,725
51,114,14,235454,43,26,26,51,12,1,1,5,3,2,2,2,3,143380
6,8,14,888,248,6,6,17,16,1,99,5,3,2,2,3,1,920
51,114,4,235454,43,16,16,41,10,19,9,5,3,2,6,3,2,4904
51,114,4,235454,43,16,16,41,10,19,9,5,3,1,3,1,1,45355
51,114,24,235454,43,4,4,61,22,1,99,5,3,1,99,1,99,125
6,8,9,888,248,6,6,12,80,19,9,5,3,2,2,3,1,920
51,114,20,235454,43,0,0,57,18,1,99,5,3,2,2,2,1,0
51,114,4,235454,43,0,0,41,10,19,9,5,3,2,4,7,1,418
6,8,18,888,248,0,0,21,21,1,99,5,3,2,4,7,1,2300
6,8,4,888,248,0,0,7,30,19,9,5,3,1,2,1,1,764
51,114,5,235454,43,0,0,42,20,19,9,5,3,1,5,4,1,9043
51,114,4,235454,43,0,0,41,10,19,9,5,3,1,5,3,2,3784
51,114,23,235454,43,0,0,60,21,1,99,5,3,1,8,1,2,546
51,114,12,235454,43,0,0,49,90,19,9,5,3,1,5,3,2,10982
51,114,10,235454,43,0,0,47,60,19,9,5,3,2,2,1,2,720
51,114,6,235454,43,0,0,43,30,19,9,5,3,1,2,1,2,45339
51,114,3,235453,152,0,0,40,15,1,1,5,3,2,7,5,8,2761
6,8,12,888,248,0,0,15,12,1,99,5,3,2,6,2,99,92
51,114,26,235454,43,0,0,63,25,1,99,5,3,1,8,2,1,907
51,114,26,235454,43,0,0,63,25,1,99,5,3,1,5,3,2,618
51,114,22,235454,43,0,0,59,20,1,99,5,3,1,2,1,2,4935
51,114,21,235454,43,0,0,58,19,1,99,5,3,1,8,2,1,1360
51,114,3,235453,152,0,0,40,15,1,1,5,3,2,7,5,10,2356
6,8,14,888,248,0,0,17,16,1,99,5,3,2,4,7,1,3067
6,8,13,888,248,0,0,16,13,1,99,5,3,1,8,2,1,456
6,8,8,888,248,0,0,11,60,19,9,5,3,1,8,2,1,399
51,114,19,235454,43,0,0,56,17,1,99,5,3,1,8,2,1,302
51,114,8,235454,43,0,0,45,50,10,1,5,3,2,2,2,1,20520
51,114,22,235454,43,0,0,59,20,1,99,5,3,1,5,4,1,4348
6,8,11,888,248,0,0,14,10,1,99,5,3,1,7,1,1,192
6,8,8,888,248,6,6,11,60,19,9,5,3,2,2,1,1,610
51,114,23,235454,43,61,61,60,21,1,99,5,3,2,7,11,2,0
6,8,23,88314,248,6,6,26,15,1,1,5,3,2,8,1,2,13998
51,114,7,235454,43,17,17,44,40,19,9,5,3,2,8,1,2,32662
51,114,14,235454,43,26,26,51,12,1,1,5,3,1,3,1,3,4270
51,114,12,235454,43,51,51,49,90,19,9,5,3,2,7,11,99,68381
6,8,9,888,248,6,6,12,80,19,9,5,3,2,7,11,2,19406
51,114,18,235454,43,38,40,55,16,1,99,5,3,2,8,1,4,12600
6,8,22,72183,60,6,6,25,15,1,1,5,3,2,8,1,2,6999
51,114,1,222334,152,40890,61303,38,15,1,99,5,3,1,99,1,99,0
51,114,16,235454,43,1,1,53,14,1,99,5,3,2,8,1,10,0
6,8,18,888,248,6,6,21,21,1,99,5,3,2,8,1,10,0
6,8,17,888,248,6,6,20,20,1,99,5,3,2,1,2,1,4133
51,114,4,235454,43,16,16,41,10,19,9,5,3,1,3,1,2,2737
6,8,22,72183,60,6,6,25,15,1,1,5,3,1,2,1,1,0
6,11,1,53571,60,6,6,28,15,1,1,5,3,2,8,1,10,0
6,8,11,888,248,6,6,14,10,1,99,5,3,1,3,1,1,400
51,114,15,235454,43,10,10,52,13,1,1,5,3,2,8,1,2,16330
51,114,7,235454,43,17,17,44,40,19,9,5,3,1,99,1,99,2448
51,114,9,235454,43,19,19,46,50,60,1,5,3,1,3,1,3,2541
51,114,7,235454,43,17,17,44,40,19,9,5,3,2,9,1,1,301743
51,114,26,235454,43,6,6,63,25,1,99,5,3,1,99,1,99,0
6,8,21,888,248,6,6,24,25,1,99,5,3,2,1,2,99,613
6,8,1,888,60,6,6,4,15,1,1,5,3,2,7,5,10,0
6,8,3,888,248,6,6,6,20,19,9,5,3,2,1,2,99,460
51,114,6,235454,43,36,36,43,30,19,9,5,3,2,6,3,99,54020
51,114,1,222334,152,40890,61303,38,15,1,99,5,3,1,5,3,1,2121
51,114,6,235454,43,36,36,43,30,19,9,5,3,1,5,3,1,87868
51,114,20,235454,43,2,2,57,18,1,99,5,3,1,3,1,2,428
6,8,2,888,248,6,6,5,10,19,9,5,3,2,2,1,1,2074
6,8,10,888,248,6,6,13,90,19,9,5,3,2,7,11,2,21044
6,8,12,888,248,6,6,15,12,1,99,5,3,2,1,2,1,800
6,8,5,888,248,6,6,8,40,19,9,5,3,2,8,1,2,2333
51,114,17,235454,43,1,1,54,15,3,3,5,3,2,8,1,2,2333
51,114,15,235454,43,10,10,52,13,1,1,5,3,1,7,1,1,7974
51,114,14,235454,43,26,26,51,12,1,1,5,3,2,8,1,2,37328
6,8,18,888,248,6,6,21,21,1,99,5,3,1,5,3,1,4652
6,8,11,888,248,6,6,14,10,1,99,5,3,2,8,1,2,2333
51,114,22,235454,43,12,12,59,20,1,99,5,3,1,99,1,99,1491
6,8,15,888,248,6,6,18,17,1,99,5,3,2,8,1,4,1200
51,114,20,235454,43,2,2,57,18,1,99,5,3,1,3,1,1,4691
6,8,6,888,248,6,6,9,50,19,9,5,3,2,2,2,3,121346
51,114,9,235454,43,19,19,46,50,60,1,5,3,2,9,1,1,260182
6,8,1,888,60,6,6,4,15,1,1,5,3,2,1,2,99,10941
51,114,5,235454,43,18,19,42,20,19,9,5,3,2,6,3,99,22898
51,114,17,235454,43,1,1,54,15,3,3,5,3,2,4,5,1,659
6,8,11,888,248,6,6,14,10,1,99,5,3,2,7,11,99,16145
51,114,19,235454,43,2,2,56,17,1,99,5,3,1,3,1,1,10943
51,114,10,235454,43,20,20,47,60,19,9,5,3,2,4,7,1,526
51,114,6,235454,43,36,36,43,30,19,9,5,3,1,8,1,99,549
6,8,8,888,248,6,6,11,60,19,9,5,3,2,8,1,10,0
51,114,5,235454,43,18,19,42,20,19,9,5,3,1,2,1,1,0
51,114,25,235454,43,4,4,62,23,1,99,5,3,2,8,1,10,0
6,8,1,888,60,6,6,4,15,1,1,5,3,2,6,3,3,500
51,114,27,235455,60,6,6,64,15,1,1,5,3,2,7,14,98,0
6,8,6,888,248,6,6,9,50,19,9,5,3,2,5,1,1,24000
51,114,14,235454,43,26,26,51,12,1,1,5,3,1,99,1,99,44935
6,8,17,888,248,6,6,20,20,1,99,5,3,1,5,4,1,0
6,7,1,17,60,6,6,3,15,1,1,5,3,2,8,1,2,16331
6,8,11,888,248,6,6,14,10,1,99,5,3,2,8,1,5,0
51,114,21,235454,43,9,9,58,19,1,99,5,3,2,2,2,3,0
6,8,5,888,248,6,6,8,40,19,9,5,3,2,2,1,2,872
6,8,10,888,248,6,6,13,90,19,9,5,3,1,1,1,1,575
51,114,21,235454,43,9,9,58,19,1,99,5,3,2,4,2,1,66000
51,114,22,235454,43,12,12,59,20,1,99,5,3,2,2,2,3,128254
6,8,1,888,60,6,6,4,15,1,1,5,3,1,11,1,6,0
51,114,5,235454,43,18,19,42,20,19,9,5,3,2,6,3,2,8617
51,114,11,235454,43,63,63,48,80,19,9,5,3,1,3,1,3,8422
51,114,10,235454,43,20,20,47,60,19,9,5,3,1,6,1,4,0
51,114,5,235454,43,18,19,42,20,19,9,5,3,1,3,1,3,1560
51,114,4,235454,43,16,16,41,10,19,9,5,3,2,8,1,5,0
51,114,18,235454,43,38,40,55,16,1,99,5,3,2,8,1,10,0
6,8,12,888,248,6,6,15,12,1,99,5,3,1,5,3,1,1603
51,114,22,235454,43,12,12,59,20,1,99,5,3,2,4,2,1,84300
51,114,17,417289,96,0,0,77,10,5,7,6,5,2,2,1,99,0
6,8,14,888,248,6,6,17,16,1,99,5,3,2,7,11,2,30760
6,8,17,888,248,6,6,20,20,1,99,5,3,2,2,3,1,5749
6,8,3,888,248,6,6,6,20,19,9,5,3,2,7,11,99,2546
6,8,16,888,248,6,6,19,19,1,99,5,3,1,99,1,99,7973
6,8,3,888,248,6,6,6,20,19,9,5,3,2,2,2,1,0
51,114,12,235454,43,51,51,49,90,19,9,5,3,2,6,3,3,16320
51,114,22,235454,43,12,12,59,20,1,99,5,3,2,6,3,3,2880
6,8,15,888,248,6,6,18,17,1,99,5,3,2,1,2,2,675
51,114,12,235454,43,51,51,49,90,19,9,5,3,2,4,7,1,5149
6,8,11,888,248,6,6,14,10,1,99,5,3,1,5,1,2,2497
51,114,4,235454,43,16,16,41,10,19,9,5,3,2,6,3,4,7775
51,114,27,235455,60,6,6,64,15,1,1,5,3,2,7,5,8,4752
51,114,22,235454,43,12,12,59,20,1,99,5,3,2,4,7,1,543
51,114,7,235454,43,17,17,44,40,19,9,5,3,1,2,1,2,20710
51,114,19,235454,43,2,2,56,17,1,99,5,3,2,4,2,1,35621
51,114,21,235454,43,9,9,58,19,1,99,5,3,2,8,1,2,20997
51,114,7,235454,43,17,17,44,40,19,9,5,3,2,8,1,5,0
51,114,18,235454,43,38,40,55,16,1,99,5,3,1,3,1,2,8726
51,114,4,367094,96,0,0,32,12,6,6,6,5,2,2,1,99,406078
51,114,15,235454,43,10,10,52,13,1,1,5,3,2,2,1,1,35227
51,114,15,235454,43,10,10,52,13,1,1,5,3,1,5,1,2,18592
6,8,16,888,248,6,6,19,19,1,99,5,3,2,9,1,1,34037
51,114,9,235454,43,19,19,46,50,60,1,5,3,2,4,5,1,21118
6,8,14,888,248,6,6,17,16,1,99,5,3,2,8,1,1,354000
51,114,26,235454,43,6,6,63,25,1,99,5,3,2,3,1,2,12000
6,8,1,888,60,6,6,4,15,1,1,5,5,4,3,2,1,0
6,8,18,888,248,6,6,21,21,1,99,5,3,1,1,1,1,2039
51,114,9,235454,43,19,19,46,50,60,1,5,3,1,7,1,1,13773
6,8,10,888,248,6,6,13,90,19,9,5,3,2,8,1,4,600
6,8,19,888,248,6,6,22,22,1,99,5,3,2,7,11,2,4599
51,114,6,235454,43,36,36,43,30,19,9,5,3,2,7,11,2,0
6,8,7,888,248,6,6,10,50,69,9,5,3,1,1,1,1,460
51,114,27,235455,60,6,6,64,15,1,1,5,3,2,1,2,2,28898
51,114,11,235454,43,63,63,48,80,19,9,5,3,2,8,1,10,0
6,8,5,888,248,6,6,8,40,19,9,5,3,2,1,2,1,200
51,114,10,235454,43,20,20,47,60,19,9,5,3,1,3,1,3,2524
51,114,24,235454,43,4,4,61,22,1,99,5,3,2,4,5,1,3604
51,114,4,235454,43,16,16,41,10,19,9,5,3,2,8,1,4,7200
6,8,9,888,248,6,6,12,80,19,9,5,3,1,5,1,2,3814
6,8,19,888,248,6,6,22,22,1,99,5,3,1,99,1,99,1533
6,8,18,888,248,6,6,21,21,1,99,5,3,2,8,1,4,1200
51,114,8,235454,43,32,32,45,50,10,1,5,3,2,4,2,1,332000
6,8,13,888,248,6,6,16,13,1,99,5,3,1,5,1,2,11347
51,114,27,235455,60,6,6,64,15,1,1,5,3,2,8,1,5,0
6,8,3,888,248,6,6,6,20,19,9,5,3,2,2,1,2,200
6,11,1,53571,60,6,6,28,15,1,1,6,6,3,2,3,1,0
6,8,21,888,248,6,6,24,25,1,99,5,3,2,8,1,1,0
51,114,14,235454,43,26,26,51,12,1,1,6,6,3,2,9,3,0
51,114,4,235454,43,16,16,41,10,19,9,5,3,1,5,1,2,21692
6,8,2,888,248,6,6,5,10,19,9,5,3,2,2,3,1,1227
51,114,20,235454,43,2,2,57,18,1,99,5,3,2,6,3,2,8754
51,114,22,235454,43,12,12,59,20,1,99,5,3,2,6,3,99,27453
51,114,11,235454,43,63,63,48,80,19,9,5,3,2,7,11,2,0
51,114,10,235454,43,20,20,47,60,19,9,5,3,2,7,11,2,0
6,8,1,888,60,6,6,4,15,1,1,5,3,2,4,2,1,36471
51,114,11,235454,43,63,63,48,80,19,9,5,3,2,4,7,1,6851
6,8,13,888,248,6,6,16,13,1,99,5,3,2,1,2,99,6632
6,8,17,888,248,6,6,20,20,1,99,5,3,2,8,1,2,2333
6,8,12,888,248,6,6,15,12,1,99,5,3,2,1,2,99,1035
6,8,17,888,248,6,6,20,20,1,99,5,3,2,5,1,1,36000
51,114,19,235454,43,2,2,56,17,1,99,5,3,2,8,1,10,0
51,114,13,235454,43,41,41,50,10,1,1,5,3,2,4,7,1,7876
6,8,15,888,248,6,6,18,17,1,99,5,3,2,8,1,1,168000
51,114,3,235453,152,0,0,40,15,1,1,5,3,2,8,1,2,34995
51,114,15,235454,43,10,10,52,13,1,1,5,3,1,5,3,1,26036
6,8,5,888,248,6,6,8,40,19,9,5,3,2,2,2,1,0
6,8,6,888,248,6,6,9,50,19,9,5,3,2,2,1,2,1500
51,114,18,235454,43,38,40,55,16,1,99,5,3,2,6,3,2,39015
6,8,4,888,248,6,6,7,30,19,9,5,3,2,2,1,1,2196
51,114,25,235454,43,4,4,62,23,1,99,5,3,2,2,1,1,10734
6,8,19,888,248,6,6,22,22,1,99,5,3,2,8,1,10,0
6,7,1,17,60,0,0,3,15,1,1,5,3,2,7,14,98,0
51,114,1,25788,54,0,0,79,21,1,8,6,6,8,1,3,1,0
6,8,1,40624,60,0,0,27,15,1,1,5,3,2,7,5,8,0
51,114,24,235454,43,0,0,61,22,1,99,5,3,2,4,7,1,2380
51,114,12,235454,43,0,0,49,90,19,9,5,3,2,2,2,1,69530
6,8,21,888,248,0,0,24,25,1,99,5,3,1,8,2,1,56
51,114,23,235454,43,0,0,60,21,1,99,5,3,1,8,2,1,9217
51,114,23,235454,43,0,0,60,21,1,99,5,3,1,5,4,1,32037
51,114,21,235454,43,0,0,58,19,1,99,5,3,2,2,2,1,13520
51,114,11,235454,43,0,0,48,80,19,9,5,3,1,8,2,1,9518
51,114,6,235454,43,0,0,43,30,19,9,5,3,2,2,2,1,36696
51,114,6,235454,43,0,0,43,30,19,9,5,3,1,8,2,1,5439
6,8,3,888,248,0,0,6,20,19,9,5,3,1,8,2,1,629
51,114,24,235454,43,0,0,61,22,1,99,5,3,2,2,2,1,3863
51,114,7,235454,43,0,0,44,40,19,9,5,3,1,5,3,2,3846
6,8,12,888,248,0,0,15,12,1,99,5,3,1,8,2,1,5446
6,8,2,888,248,0,0,5,10,19,9,5,3,1,8,2,1,56
51,114,8,367090,96,0,0,36,16,8,4,6,5,2,2,1,99,130000
6,8,13,888,248,0,0,16,13,1,99,5,3,2,6,1,2,230
51,114,14,235454,43,0,0,51,12,1,1,5,3,2,2,2,1,13680
51,114,9,235454,43,0,0,46,50,60,1,5,3,1,8,1,2,85
51,114,7,235454,43,0,0,44,40,19,9,5,3,1,8,2,1,2569
51,114,22,235454,43,0,0,59,20,1,99,5,3,2,2,2,1,5794
51,114,15,235454,43,0,0,52,13,1,1,5,3,2,4,7,1,108
51,114,11,235454,43,0,0,48,80,19,9,5,3,1,7,1,1,45668
51,114,9,235454,43,0,0,46,50,60,1,5,3,2,2,2,1,13680
51,114,23,235454,43,61,61,60,21,1,99,5,3,1,5,1,2,94513
6,8,19,888,248,6,6,22,22,1,99,5,3,2,8,1,2,0
6,8,10,888,248,6,6,13,90,19,9,5,3,2,2,2,1,0
51,114,16,417291,96,0,0,76,10,7,2,6,5,2,2,1,99,0
51,114,12,235454,43,51,51,49,90,19,9,5,3,2,9,1,1,878532
51,114,3,235453,152,0,0,40,15,1,1,5,3,2,8,1,1,1614000
51,114,13,235454,43,41,41,50,10,1,1,5,3,2,8,1,4,16800
51,114,23,235454,43,61,61,60,21,1,99,5,3,2,6,3,2,43500
6,8,3,888,248,6,6,6,20,19,9,5,3,2,7,11,2,613
51,114,12,235454,43,51,51,49,90,19,9,5,3,2,8,1,1,1620000
6,8,11,888,248,6,6,14,10,1,99,5,3,2,8,1,10,0
6,8,19,888,248,6,6,22,22,1,99,5,3,1,5,3,1,3617
51,114,8,235454,43,32,32,45,50,10,1,5,3,1,5,1,2,49581
6,8,4,888,248,6,6,7,30,19,9,5,3,2,2,3,1,1840
6,8,10,888,248,6,6,13,90,19,9,5,3,1,5,1,2,4505
51,114,24,235454,43,4,4,61,22,1,99,5,3,2,6,3,99,5492
6,8,1,888,60,6,6,4,15,1,1,5,3,2,3,1,2,350500
6,8,1,40624,60,6,6,27,15,1,1,5,3,2,9,1,1,140050
6,8,5,888,248,6,6,8,40,19,9,5,3,1,1,1,1,383
6,8,14,888,248,6,6,17,16,1,99,5,3,2,8,1,2,9332
6,8,13,888,248,6,6,16,13,1,99,5,3,2,8,1,4,0
6,8,17,888,248,6,6,20,20,1,99,5,3,1,3,1,1,470
51,114,13,332638,96,0,0,68,16,1,7,6,5,2,2,1,99,0
6,8,16,888,248,6,6,19,19,1,99,5,3,2,1,2,2,1058
4,5,1,220270,60,6,6,2,15,1,1,5,3,2,9,1,1,551445
51,114,7,235454,43,17,17,44,40,19,9,5,3,2,8,1,4,8400
51,114,5,235454,43,18,19,42,20,19,9,5,3,1,5,3,1,46378
6,8,4,888,248,6,6,7,30,19,9,5,3,1,5,1,2,8057
51,114,12,235454,43,51,51,49,90,19,9,5,3,1,3,1,2,13088
